,date,address,eircode,county,price,not_full_market,vat_exclusive,description,size_description
34,4/1/2010,"No. 11 Blackrock Court, Quay Road, Ballina",F26 V910,Mayo,172500,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
35,4/1/2010,"No. 11, Charlotte Quay",,Limerick,164167,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
36,4/1/2010,"No. 12, Charlotte Quay",,Limerick,164167,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
37,4/1/2010,"No. 13, Charlotte Quay",,Limerick,164167,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
38,4/1/2010,"No. 18, Charlotte Quay",,Limerick,164167,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
39,4/1/2010,"Seikieran, Coldwood, Craughwell",,Galway,370000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
40,4/1/2010,"The Greenway, Mofel Farm Road, Cork",,Cork,160000,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
41,4/1/2010,"The Mews, 11A Wyckham Park Road, Dundrum",D14 6Y5K,Dublin,345000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
42,5/1/2010,"11 CASTLE COURT, BIRR",R42 VVA1,Offaly,110132.15,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
43,5/1/2010,"12 CASTLE COURT, BIRR",R42 2PVE,Offaly,110132.15,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
44,5/1/2010,"122 KINGSBRY, MAYNOOTH",W23 5N8V,Kildare,220000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
45,5/1/2010,"13  Slievemore Apartments, Dugort, Achill",,Mayo,120000,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
46,5/1/2010,"134 longboat quay north, sir john rogersons quay",D02 X8AR,Dublin,225000,FALSE,TRUE,New Dwelling house /Apartment,less than 38 sq metres
47,5/1/2010,"14 beaufield grove, maynooth",W23 8R61,Kildare,190000,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
48,5/1/2010,"14 CASTLE COURT, BIRR",R42 340E,Offaly,110132.15,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
49,5/1/2010,"15 spence, villas, glengear",,Dublin,1600000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
50,5/1/2010,"153 Beechpark, Leixlip",,Kildare,265000,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
51,5/1/2010,"2 Hybrasil Court, Circular Road, Galway",H91 DAT1,Galway,370000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
52,5/1/2010,"24 Garran Na Coille, Claureen, Co Clare",,Clare,390000,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
53,5/1/2010,"2. tulach ard, rahardrum, virginia",,Cavan,145000,FALSE,TRUE,New Dwelling house /Apartment,greater than 125 sq metres
54,5/1/2010,"3 castle court, birr",R42 V25P,Offaly,154185.02,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
55,5/1/2010,"3 Myrtle Square, The Coast, Baldoyle",D13 3R40,Dublin,265198,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
56,5/1/2010,"34 Fan Glas, Kilmeaden",,Waterford,238675,FALSE,TRUE,New Dwelling house /Apartment,greater than 125 sq metres
57,5/1/2010,"35 Charnwood Heath, Clonsilla, Dublin 15",D15 A28R,Dublin,297000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
58,5/1/2010,"4 CASTLE COURT, BIRR",R42 85YP,Offaly,154185.02,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
59,5/1/2010,"5 CASTLE COURT, BIRR",R42 H1WE,Offaly,154185.02,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
60,5/1/2010,"6 Clonasleigh Lane, Shankill",,Dublin,415000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
61,5/1/2010,"62 Ardkill Place, Ballinagh",,Cavan,120000,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
62,5/1/2010,"66 Villa Park Gardens, Navan Road",,Dublin,410000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
63,5/1/2010,"8 Silverview, Nenagh",E45 T1PE,Tipperary,90000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
64,5/1/2010,"87 MANGERTON RAOD, DRIMNAGH",D12 PF6T,Dublin,182556.12,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
65,5/1/2010,"9 Temple Manor Drive, Walkinstown, Dublin 12",D12 H0N7,Dublin,300000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
66,5/1/2010,"Apt 1 Linden Court, Blackrock",A94 R5PH,Dublin,395000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
67,5/1/2010,"Ballinvarrig, Youghal",P36 AXY1,Cork,300000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
68,5/1/2010,"Boolard, Dromina, Charleville",P56 N96P,Cork,44820,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
69,5/1/2010,"Gortalia, Kilcar, Co. Donegal",,Donegal,310000,FALSE,TRUE,New Dwelling house /Apartment,greater than 125 sq metres
70,5/1/2010,"No 8 Ros Mhuire, Crobally Upper, Tramore",,Waterford,219000,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
71,5/1/2010,"Shanakill, Waterford",X91 V3FC,Waterford,100000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
72,5/1/2010,"The Lamb Manor, Manor Kilbride, Blessington",,Wicklow,351000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
73,5/1/2010,"Unit 406 Bridgewater Quay, Bridgewater Centre, Arklow",Y14 E54E,Wicklow,198237.87,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
74,6/1/2010,"11 Glasheen Park, Magazine Road, Cork",,Cork,265000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
75,6/1/2010,"11 Tritonville Court, Sandymount",D04 A6K7,Dublin,684000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
76,6/1/2010,"122 Leargan, Ballymoneen West, Galway",H91 54C2,Galway,198000,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
77,6/1/2010,"17 Primrose Court, Forest Hill, Carrigaline",P43 5AE2,Cork,207000,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
78,6/1/2010,"18 Earlsfort Court, Lucan, Co. Dublin",K78 V63D,Dublin,280000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
79,6/1/2010,"19 Rahin Road, Ballylinan, Co. Laois",,Laois,130000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
80,6/1/2010,"21  Richmond Estate, Blackrock",A94 N8KY,Cork,375000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
81,6/1/2010,"25 Markievicz Heights, Sligo",F91 VYT6,Sligo,227000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
82,6/1/2010,"253 Bru na Gruadan, Castletroy",,Limerick,180000,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
83,6/1/2010,"31 Gledswood Park, Clonskeagh, Dublin 14",D14 4C6H,Dublin,385000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
84,6/1/2010,"4 Swangate, Athenry",H65 N64P,Galway,222500,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
85,6/1/2010,"547 The Heron, Jacobs Island, Cork",,Cork,200000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
86,6/1/2010,"58 Palmer Park, Ballyboden, Rathfarnham",,Dublin,250000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
87,6/1/2010,"6  MORNINGTON MANOR CLOSE, MORNINGTON",,Meath,245000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
88,6/1/2010,"60 oriel Cove, clogherhead",,Louth,100000,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
89,6/1/2010,"67 Pearse Road, Graiguecullen, Carlow",R93 FVEX,Carlow,120000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
90,6/1/2010,"68 Coillte Mhuirlinne, Ballybane, Galway",H91 PVRW,Galway,148500,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
91,6/1/2010,"73 Woodlands Park, Lamberton, Arklow",Y14 EF3T,Wicklow,175000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
92,6/1/2010,"79 Cardinal Court, Wilton, Cork",,Cork,245000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
93,6/1/2010,"8 DDereen Drive, Wicklow Town, Co Wicklow",,Wicklow,335000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
94,6/1/2010,"84 Castleland Park View, Balbriggan",K32 KTY1,Dublin,325000,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
95,6/1/2010,"85 The Orchards, Ballincubby, Kinsale",P17 F24C,Cork,220263.42,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
96,6/1/2010,"9 Colthurst Green, Huntington Glen, Lucan",K78 07YV,Dublin,228000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
97,6/1/2010,"99 Fountain Hill, Mell, Drogheda",A92 0X6E,Louth,115000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
98,6/1/2010,"Ardmelode, Miltown",,Kerry,130000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
99,6/1/2010,"Ballydaly Lower, Millstreet",,Cork,190000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
100,6/1/2010,"Caherfinisker, Craughwell",,Galway,350000,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
101,6/1/2010,"Carrowntarrir, Dysart, Roscommon",F42 CPCC,Roscommon,161500,FALSE,TRUE,New Dwelling house /Apartment,greater than 125 sq metres
102,6/1/2010,"Curragraigue, Blennerville, Tralee",V92 D6AW,Kerry,265000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
103,6/1/2010,"Curragraigue, Blennerville, Tralee",V92 8W35,Kerry,265000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
104,6/1/2010,"Garravogue, Prosperous",,Kildare,70000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
105,6/1/2010,"Hilltown, Buncrana",,Donegal,135000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
106,6/1/2010,"Killeen, Newport",,Tipperary,110000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
107,6/1/2010,"No 3 Walnut Close, Foxburrow, Portlaoise",R32 DD2P,Laois,120000,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
108,6/1/2010,"Rosenarra, Blarney Road",,Cork,357000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
109,6/1/2010,"Rusheenamanagh, Carna",,Galway,149000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
110,6/1/2010,"Scrine, Athleauge, Co. Roscommon",,Roscommon,195000,FALSE,TRUE,New Dwelling house /Apartment,greater than 125 sq metres
111,6/1/2010,"The Lambe, Manor Kilbride",,Wicklow,470000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
112,7/1/2010,"108 Ryevale lawns, Leixlip, Co. Kildare",,Kildare,362000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
113,7/1/2010,"12  Woodlawn, Brigown, Mitchelstown",P67 5W6F,Cork,200000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
114,7/1/2010,"121 Medebawn, Long Avenue, Dundalk",A91 DD2Y,Louth,237885.46,FALSE,TRUE,New Dwelling house /Apartment,greater than 125 sq metres
115,7/1/2010,"15 Griffith Drive, Finglas East",D11 45N5,Dublin,183927.15,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
116,7/1/2010,"16 Abeyvill, Clare Road, Ennis",V95 VEAW,Clare,245000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
117,7/1/2010,"16 Landscape Gardens, Churchtown",D14 X2RR,Dublin,515000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
118,7/1/2010,"19 Ard Michael, Ballinalee Road",,Longford,151876.65,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
119,7/1/2010,"22 The Green Moyglare Hall, Moyglare Road, Maynooth",W23 9W0T,Kildare,323237.88,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
120,7/1/2010,"24 Drimnagh Road, Drimnagh, Dublin 12",D12 DWDP,Dublin,140000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
121,7/1/2010,"26 Castlemartin Close, Bettystown",,Meath,204200,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
122,7/1/2010,"32 Griffeen Glen Avenue, Lucan",K78 XXH5,Dublin,137500,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
123,7/1/2010,"37  The Moorings, Skibbereen",P81 PVFH,Cork,190000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
124,7/1/2010,"37 Castle Court, Killiney Hill Road, Killiney",,Dublin,272500,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
125,7/1/2010,"39B Elm Vale Avenue, Sarsfield Road, Wilton",,Cork,185000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
126,7/1/2010,"40 Ardkill Place, Garrymore, Ballinagh",,Cavan,114537.44,FALSE,TRUE,New Dwelling house /Apartment,greater than 125 sq metres
127,7/1/2010,"5 Shallee Drive, Cloughleigh, Ennis",V95 8PP2,Clare,105000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
128,7/1/2010,"7 moyclare avenue, baldoyle",D13 KT28,Dublin,152500,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
129,7/1/2010,"Annagh, Killena, Gorey",Y25 1W3X,Wexford,45000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
130,7/1/2010,"Carricknamanna, Killygordan",,Donegal,150000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
131,7/1/2010,"Parkview, Emly",,Tipperary,186000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
132,7/1/2010,"Scarteen Lower, Newmarket",,Cork,210000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
133,7/1/2010,"Unit 55  Heathfield Park, Heathfield, Cappagh Road  Finglas",,Dublin,289950,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
134,8/1/2010,"109 Dowland Road, Walkinstown",D09 03CD,Dublin,251000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
135,8/1/2010,"11  Daneswood, Donnybrook, Douglas",,Cork,242290,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
136,8/1/2010,"11 Cherryvalley Green, Rathmolyon",,Meath,176167.4,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
137,8/1/2010,"11 Shrewsbury, Kilconny, Belturbet",H14 KWW2,Cavan,135000,FALSE,TRUE,New Dwelling house /Apartment,less than 38 sq metres
138,8/1/2010,"11 Sylvan Park, Letterkenny",F92 FF37,Donegal,197500,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
139,8/1/2010,"12 Seven Springs, Newbridge",W12 PNP8,Kildare,365000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
140,8/1/2010,"14 Castleview Park, Malahide",K36 E87Y,Dublin,620000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
141,8/1/2010,"14 ST. AONGHUS ROAD, TALLAGHT",D24 9REV,Dublin,220000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
142,8/1/2010,"15 Beechdale Place, Ballycullen",D24 RXX4,Dublin,298000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
143,8/1/2010,"15 deselby lawns, blessington road",D24 TPY5,Dublin,220000,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
144,8/1/2010,"15 Holywell Way, Sea Road, kilcoole",,Wicklow,332533.03,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
145,8/1/2010,"15 The Paddocks, Ballybrit, Galway",H91 7RVC,Galway,245000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
146,8/1/2010,"19 Crestwood Avenue, Ashbourne",A84 KY49,Meath,240000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
147,8/1/2010,"19 Westbrook Court, Midleton",P25 C78P,Cork,212000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
148,8/1/2010,"2  Chestnut Drive, Cluain Ard, Cobh",P24 CXRR,Cork,156828.19,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
149,8/1/2010,"2 Castlegate House, Adamstown",,Dublin,195000,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
150,8/1/2010,"2 Ignatius Street, Waterford",X91 W0V2,Waterford,75000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
151,8/1/2010,"2 Lana Croke, Dualla, Cashel",E25 0NC1,Tipperary,149780,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
152,8/1/2010,"21 Charnwood Gardens, Clonsilla",D13 5XYY,Dublin,210000,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
153,8/1/2010,"21 Maple Avenue, Castleknock",D15 7R81,Dublin,359700,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
154,8/1/2010,"216 The Grove, Celbridge, Co. Kildare",,Kildare,250000,TRUE,FALSE,Second-Hand Dwelling house /Apartment,
155,8/1/2010,"22 Grangeview Road, Clondalkin",D22 1R7D,Dublin,200000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
156,8/1/2010,"23 CAISEAL UR, OLD RAHOON ROAD, GALWAY",H91 YC39,Galway,265000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
157,8/1/2010,"24 abbey park, killester avenue",D05 21KT,Dublin,275000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
158,8/1/2010,"26 Sandyford Hall Park, Sandyford",D18 069C,Dublin,467500,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
159,8/1/2010,"27 Malton Park, Coolattin Road, Carnew",,Wicklow,130000,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
160,8/1/2010,"27 North  Priory, Navan Road",,Dublin,302500,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
161,8/1/2010,"28  Temple Manor, Balllinacarrow, Co. Sligo",,Sligo,200000,FALSE,TRUE,New Dwelling house /Apartment,greater than 125 sq metres
162,8/1/2010,"29 Sycamore Drive, Kingswood Heights",D24 WWD8,Dublin,325000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
163,8/1/2010,"3 Elm Drive, Athlumney Woods, Navan",C15 WFA1,Meath,180000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
164,8/1/2010,"30 Suncrest, Clarinwood, Tramore",,Waterford,171000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
165,8/1/2010,"32 Connolly Street, Arklow",Y14 P594,Wicklow,140000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
166,8/1/2010,"36 Broadford Lawns, Ballinteer, Dublin 16",D16 2PCH,Dublin,375000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
167,8/1/2010,"38 ellensborough copse, kiltipper, dublin",D24 WV4W,Dublin,290000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
168,8/1/2010,"4 Chancery Park, Cloncollig, Tullamore",R35 FYT6,Offaly,155000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
169,8/1/2010,"4 Streamville Close, Donaghmeade, Dublin 13",D13 RVCD,Dublin,221000,TRUE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
170,8/1/2010,"41 Cedar Park, Leixlip",,Kildare,245000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
171,8/1/2010,"41 Powerstown Way, Clonmel",E91 DRA8,Tipperary,332000,FALSE,TRUE,New Dwelling house /Apartment,greater than 125 sq metres
172,8/1/2010,"44 Bayside Walk, Sutton",D13 H3WK,Dublin,330000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
173,8/1/2010,"46 The Rise, Meadowvale, Arklow",Y14 CWF3,Wicklow,281479.8,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
174,8/1/2010,"58 Castlewood Park, Little Island",T45 94P4,Cork,250000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
175,8/1/2010,"58 Castlewood Park, Little Island",T45 4WE7,Cork,250000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
176,8/1/2010,"581 Woodview Cottages, Rathfarnham, Dublin 14",D14 ANFV,Dublin,352000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
177,8/1/2010,"62 Watson Road, Killiney",,Dublin,525000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
178,8/1/2010,"64 The Way, Hunters Road, Clonee",,Dublin,220000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
179,8/1/2010,"67 BELMAYNE PARK, NORTH BELMAYNE, BALGRIFFIN",,Dublin,286334,FALSE,TRUE,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
180,8/1/2010,"6, GLEANN RUA, BALLYGARVAN",,Cork,250000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
181,8/1/2010,"7 Eden Grove, Donabate",,Dublin,285000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
182,8/1/2010,"7 Roebuck Drive, Perrystown, Dublin 12",D12 2FYE,Dublin,284000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
183,8/1/2010,"74 Oak Road, Donnycarney, Dublin 9",D09 Y0VF,Dublin,310000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
184,8/1/2010,"75 Lower Beechwood Avenue, Ranelagh",,Dublin,820000,FALSE,FALSE,Second-Hand Dwelling house /Apartment,
